speaker,utterance,attack,label,bona_fide_probability,spoof_probability,bona_fide_logit
LA_0021,DF_E_2013687,-,bonafide,0.9757307767868042,0.024269232526421547,1.1796458959579468
LA_0022,DF_E_2036532,-,bonafide,0.9999984502792358,1.5578953025396913e-06,5.225884914398193
LA_0013,DF_E_2011011,A15,spoof,0.7588493824005127,0.2411506325006485,0.08523212373256683
LA_0003,DF_E_2022825,-,bonafide,0.9999580383300781,4.2012823541881517e-05,3.893261671066284
TFM1,DF_E_2014121,Task2-team25,spoof,0.8484317064285278,0.15156832337379456,0.4735911190509796
LA_0012,DF_E_2001249,A16,spoof,1.3716843341171625e-06,0.9999985694885254,-6.677146911621094
TMF1,DF_E_2002436,Task2-team28,spoof,0.4765322804450989,0.5234677195549011,-0.24719923734664917
TFF1,DF_E_2026871,Task2-team27,spoof,0.9936915636062622,0.00630841962993145,1.928619384765625
LA_0036,DF_E_2007778,-,bonafide,0.9999994039535522,6.264934881983208e-07,5.621365070343018
LA_0040,DF_E_2035190,-,bonafide,0.007837345823645592,0.9921626448631287,-2.548978328704834
TEM1,DF_E_2012434,Task1-team33,spoof,0.9977095127105713,0.002290426753461361,2.2870147228240967
TEM2,DF_E_2002132,Task1-team32,spoof,0.000933423696551472,0.9990666508674622,-3.682295560836792
LA_0044,DF_E_2036280,-,bonafide,0.9999934434890747,6.5698377511580475e-06,4.596516132354736
LA_0021,DF_E_2014017,-,bonafide,0.9999884366989136,1.1531410564202815e-05,4.4249982833862305
LA_0010,DF_E_2029325,-,bonafide,0.9999651908874512,3.48013527400326e-05,4.0009589195251465
LA_0010,DF_E_2004476,-,bonafide,0.0292783472687006,0.9707217216491699,-1.9644187688827515
TGF1,DF_E_2009704,Task2-team30,spoof,0.09619004279375076,0.9038099646568298,-1.3402397632598877
TFM1,DF_E_2037244,Task2-team22,spoof,1.0571902748779394e-05,0.99998939037323,-5.802738666534424
TFF1,DF_E_2034896,Task2-team05,spoof,1.3524368114303797e-06,0.9999986886978149,-6.65353536605835
LA_0048,DF_E_2027793,A07,spoof,0.00012359854008536786,0.9998763799667358,-4.551567554473877
LA_0018,DF_E_2033480,A08,spoof,2.2610618543694727e-05,0.9999773502349854,-5.670437335968018
TGM1,DF_E_2011441,Task2-team30,spoof,0.06105077639222145,0.9389492273330688,-1.5930507183074951
LA_0002,DF_E_2030643,-,bonafide,0.9999995231628418,4.5081281996317557e-07,5.73513650894165
LA_0044,DF_E_2010729,-,bonafide,0.9999648332595825,3.517974982969463e-05,4.0521931648254395
TMF1,DF_E_2011319,-,bonafide,0.061872586607933044,0.9381274580955505,-1.708495855331421
LA_0039,DF_E_2025148,-,bonafide,0.0019574526231735945,0.9980424642562866,-3.191805124282837
TFM1,DF_E_2000508,-,bonafide,0.9999977350234985,2.2937745143281063e-06,5.112183094024658
TMF1,DF_E_2020338,Task2-team29,spoof,0.0014543648576363921,0.9985456466674805,-3.342874526977539
VCC2TF1,DF_E_2011089,SPO-N05,spoof,0.1294141709804535,0.8705857992172241,-1.5808807611465454
TEM2,DF_E_2014018,Task1-team12,spoof,5.27506745129358e-05,0.999947190284729,-4.943502902984619
LA_0008,DF_E_2022919,A15,spoof,1.787934343155939e-05,0.9999821186065674,-5.726790904998779
VCC2TM1,DF_E_2006485,SPO-N10,spoof,2.3490349121857435e-05,0.9999765157699585,-5.529947757720947
LA_0021,DF_E_2026446,-,bonafide,0.9990591406822205,0.0009408605401404202,2.569929838180542
TEM2,DF_E_2021561,Task1-team08,spoof,0.000447901024017483,0.9995520710945129,-3.637601137161255
VCC2TF1,DF_E_2014339,HUB-N05,spoof,0.17360499501228333,0.8263950347900391,-0.9147225022315979
LA_0045,DF_E_2016312,-,bonafide,0.9999996423721313,3.494486122690432e-07,5.871960163116455
VCC2TM2,DF_E_2019828,SPO-N17,spoof,0.00016809150110930204,0.9998319149017334,-4.043406009674072
LA_0033,DF_E_2020860,A10,spoof,0.0002170438674511388,0.9997829794883728,-4.182793140411377
TFM1,DF_E_2031492,-,bonafide,0.9999862909317017,1.3761860827798955e-05,4.439704418182373
LA_0006,DF_E_2025431,A17,spoof,0.0016647586598992348,0.9983353018760681,-3.2276535034179688
VCC2TF2,DF_E_2026347,-,bonafide,0.05618308484554291,0.9438169002532959,-1.6452410221099854
LA_0003,DF_E_2015039,-,bonafide,0.9999990463256836,9.155814382211247e-07,5.5224785804748535
LA_0024,DF_E_2003021,-,bonafide,0.9999885559082031,1.1408289537939709e-05,4.393165588378906
VCC2TF1,DF_E_2032989,HUB-N04,spoof,1.4349110344369365e-08,1.0,-9.120144844055176
TFF1,DF_E_2003555,-,bonafide,0.9999881982803345,1.1841468221973628e-05,4.402853965759277
LA_0032,DF_E_2023215,-,bonafide,0.9948114156723022,0.005188610404729843,1.881380558013916
TMM1,DF_E_2029381,Task2-team19,spoof,2.092825889121741e-05,0.9999790191650391,-5.3588385581970215
TEF2,DF_E_2009081,Task1-team31,spoof,0.00010753316746558994,0.9998924732208252,-4.443057060241699
LA_0046,DF_E_2000127,A09,spoof,6.868386037695018e-08,0.9999998807907104,-8.372237205505371
LA_0036,DF_E_2033095,-,bonafide,0.9999990463256836,9.428584917259286e-07,5.450872421264648
TEM2,DF_E_2018845,Task1-team02,spoof,8.260220965894405e-06,0.999991774559021,-5.897721767425537
LA_0026,DF_E_2003230,-,bonafide,0.9999986886978149,1.3387650596996536e-06,5.3402838706970215
LA_0028,DF_E_2017320,-,bonafide,0.9999890327453613,1.1000942322425544e-05,4.473381996154785
VCC2TF2,DF_E_2018929,SPO-N10,spoof,0.5009824633598328,0.4990175664424896,-0.32949331402778625
TEF2,DF_E_2005125,Task1-team04,spoof,2.924600948972511e-06,0.9999970197677612,-6.204145908355713
VCC2SF4,DF_E_2016278,-,bonafide,0.1782354712486267,0.8217644691467285,-1.1059930324554443
TFF1,DF_E_2005247,Task2-team31,spoof,0.1852368265390396,0.8147631883621216,-1.0218099355697632
LA_0032,DF_E_2013055,A19,spoof,0.004565110430121422,0.9954348206520081,-2.882838010787964
LA_0022,DF_E_2037329,-,bonafide,0.9999967813491821,3.259852746850811e-06,4.937243938446045
LA_0005,DF_E_2031104,-,bonafide,0.9999966621398926,3.3883723062899662e-06,5.019371509552002
TGF1,DF_E_2015919,Task2-team16,spoof,0.0013362444005906582,0.9986637830734253,-3.4778316020965576
LA_0003,DF_E_2031967,-,bonafide,0.9999443292617798,5.562640944845043e-05,3.789552927017212
VCC2SF2,DF_E_2020350,-,bonafide,0.9999909400939941,9.035348739416804e-06,4.655601501464844
TGF1,DF_E_2003222,-,bonafide,0.999956488609314,4.345789784565568e-05,4.016279697418213
LA_0044,DF_E_2013488,-,bonafide,0.9997861981391907,0.0002138481941074133,3.1744954586029053
LA_0013,DF_E_2029981,-,bonafide,0.9999874830245972,1.2514806257968303e-05,4.46398401260376
LA_0046,DF_E_2031463,-,bonafide,0.9999949932098389,5.040310043114005e-06,4.7592597007751465
TFM1,DF_E_2008455,Task2-team12,spoof,3.0119722396193538e-06,0.9999970197677612,-6.28946590423584
TEF1,DF_E_2000692,Task1-team29,spoof,0.3807448744773865,0.6192551255226135,-0.6156529784202576
TEM2,DF_E_2022980,Task1-team32,spoof,0.0531173050403595,0.9468826651573181,-1.6154372692108154
LA_0040,DF_E_2024066,-,bonafide,0.9998629093170166,0.0001371083635604009,3.32401967048645
VCC2SM3,DF_E_2010941,-,bonafide,0.9642660021781921,0.03573397919535637,1.179585337638855
LA_0044,DF_E_2022254,A19,spoof,0.008235160261392593,0.9917648434638977,-3.1898903846740723
VCC2TM1,DF_E_2029886,HUB-D02,spoof,6.113081326475367e-06,0.9999939203262329,-6.063968181610107
LA_0034,DF_E_2005245,-,bonafide,0.9994338154792786,0.0005661224713549018,2.7873330116271973
TEF1,DF_E_2030941,Task1-team33,spoof,2.3660026272409596e-05,0.999976396560669,-5.218318939208984
VCC2SM1,DF_E_2000676,-,bonafide,0.3569950759410858,0.6430049538612366,-0.5865126252174377
TEM1,DF_E_2006680,Task1-team09,spoof,0.00041829593828879297,0.9995817542076111,-3.816173553466797
TGF1,DF_E_2015035,Task2-team31,spoof,0.0003051495586987585,0.99969482421875,-4.030940532684326
LA_0011,DF_E_2025822,-,bonafide,0.9999939203262329,6.115296855568886e-06,4.763864517211914
LA_0030,DF_E_2018716,-,bonafide,0.9988923668861389,0.001107710530050099,2.4439280033111572
LA_0018,DF_E_2014510,-,bonafide,0.9999997615814209,2.878389864235942e-07,6.1089982986450195
LA_0047,DF_E_2012501,-,bonafide,0.9998512268066406,0.00014880301023367792,3.2781527042388916
LA_0033,DF_E_2029600,-,bonafide,0.9999982118606567,1.7900232478496036e-06,5.253811359405518
LA_0047,DF_E_2006367,-,bonafide,0.9999651908874512,3.482200190774165e-05,3.922433376312256
LA_0024,DF_E_2005547,-,bonafide,0.9999796152114868,2.0426572518772446e-05,4.110228538513184
VCC2TF2,DF_E_2033019,HUB-N03,spoof,4.499689566728193e-06,0.9999954700469971,-6.225343227386475
LA_0016,DF_E_2003008,-,bonafide,0.9999990463256836,9.700070222606882e-07,5.447201728820801
LA_0002,DF_E_2016734,-,bonafide,0.9999991655349731,7.848250902497966e-07,5.504263401031494
VCC2TM1,DF_E_2035859,HUB-N18,spoof,8.993723895400763e-06,0.9999910593032837,-5.688299655914307
LA_0043,DF_E_2028375,-,bonafide,0.9999790191650391,2.096909338433761e-05,4.159692287445068
TEF2,DF_E_2020256,Task1-team01,spoof,0.057039856910705566,0.9429600834846497,-1.614235758781433
TMF1,DF_E_2008302,Task2-team16,spoof,0.0008259608293883502,0.9991740584373474,-3.61857533454895
VCC2SM4,DF_E_2002307,-,bonafide,0.8789985775947571,0.12100143730640411,0.6062781810760498
LA_0040,DF_E_2019515,-,bonafide,0.9999409914016724,5.900151882087812e-05,3.64601731300354
VCC2TM2,DF_E_2033839,-,bonafide,0.9939931035041809,0.00600690022110939,2.0065269470214844
VCC2SF2,DF_E_2034834,-,bonafide,0.9999399185180664,6.005549221299589e-05,3.8148789405822754
LA_0027,DF_E_2035319,-,bonafide,0.9999874830245972,1.2575606888276525e-05,4.340409755706787
LA_0043,DF_E_2018905,A19,spoof,1.1518501423779526e-06,0.9999988079071045,-6.555135250091553
VCC2SM1,DF_E_2018206,-,bonafide,0.04441339895129204,0.9555865526199341,-1.8210303783416748
TGF1,DF_E_2028254,-,bonafide,0.999862790107727,0.0001371671969536692,3.6081175804138184
VCC2TM2,DF_E_2026194,HUB-N12,spoof,0.02258005551993847,0.9774199724197388,-2.0462305545806885
VCC2TF2,DF_E_2012571,-,bonafide,0.9999115467071533,8.839777729008347e-05,3.7286038398742676
VCC2SM3,DF_E_2028683,-,bonafide,0.01918504573404789,0.9808149337768555,-2.126237154006958
TEM1,DF_E_2017382,Task1-team06,spoof,9.173415310215205e-05,0.9999082088470459,-4.73665189743042
LA_0048,DF_E_2018660,-,bonafide,0.8713745474815369,0.12862546741962433,0.4882907569408417
VCC2TM2,DF_E_2027884,HUB-N19,spoof,1.361034202007616e-11,1.0,-12.936376571655273
LA_0045,DF_E_2005033,-,bonafide,0.08713869750499725,0.9128612875938416,-1.4508073329925537
LA_0046,DF_E_2022925,-,bonafide,0.3750735819339752,0.6249264478683472,-0.6169299483299255
TEM2,DF_E_2019730,Task1-team06,spoof,0.00011392340820748359,0.9998860359191895,-4.589853763580322
LA_0044,DF_E_2014671,A08,spoof,3.110242374759764e-08,1.0,-8.780651092529297
LA_0039,DF_E_2024022,A12,spoof,0.1373629868030548,0.8626369833946228,-1.2145719528198242
LA_0014,DF_E_2004670,A15,spoof,0.0006248228019103408,0.9993751645088196,-3.8643457889556885
LA_0031,DF_E_2010587,-,bonafide,0.9999977350234985,2.27579607781081e-06,5.123627185821533
TEF2,DF_E_2020833,-,bonafide,0.002311516785994172,0.9976885318756104,-3.1754353046417236
TEM2,DF_E_2027924,-,bonafide,0.08527606725692749,0.9147239923477173,-1.5141419172286987
VCC2TM2,DF_E_2000053,-,bonafide,0.997234046459198,0.0027659365441650152,2.266388177871704
LA_0015,DF_E_2019109,-,bonafide,0.999546468257904,0.0004534721956588328,2.8956997394561768
LA_0026,DF_E_2011758,A18,spoof,5.536889148061164e-05,0.9999446868896484,-5.404749870300293
TEM1,DF_E_2008288,Task1-team32,spoof,0.019339272752404213,0.9806607365608215,-2.1569817066192627
VCC2TF1,DF_E_2036699,HUB-D04,spoof,1.5437445766153246e-09,1.0,-10.72140884399414
LA_0026,DF_E_2008840,-,bonafide,0.9999997615814209,1.929610533579762e-07,6.1491522789001465
LA_0014,DF_E_2008096,-,bonafide,0.9999463558197021,5.35884391865693e-05,3.829315423965454
TEM2,DF_E_2022751,Task1-team22,spoof,0.005809336435049772,0.9941906929016113,-2.7527501583099365
VCC2TF2,DF_E_2012252,HUB-N11,spoof,7.455147715518251e-05,0.9999254941940308,-4.992645263671875
TEF1,DF_E_2028998,Task1-team28,spoof,0.9014011025428772,0.09859895706176758,0.7396519184112549
TEM2,DF_E_2008984,Task1-team18,spoof,0.0001870124542620033,0.9998130202293396,-4.273915767669678
TFF1,DF_E_2018376,Task2-team08,spoof,1.5532339602941647e-05,0.9999845027923584,-5.513773441314697
LA_0001,DF_E_2030886,A12,spoof,0.4976048469543457,0.5023952126502991,-0.4158098101615906
LA_0043,DF_E_2011617,A18,spoof,4.359481863502879e-06,0.9999955892562866,-6.652856826782227
LA_0037,DF_E_2029337,-,bonafide,0.9999853372573853,1.4649061085947324e-05,4.2743330001831055
VCC2SM3,DF_E_2024424,-,bonafide,0.9921286106109619,0.007871387526392937,1.8661818504333496
VCC2TM1,DF_E_2019130,HUB-N20,spoof,0.0006250645383261144,0.9993749260902405,-4.556021690368652
TEM1,DF_E_2002793,Task1-team21,spoof,0.056552574038505554,0.9434474110603333,-1.5856205224990845
LA_0018,DF_E_2020920,-,bonafide,0.9998224377632141,0.00017763485084287822,3.395679473876953
VCC2TM2,DF_E_2006264,HUB-N08,spoof,2.916406856456888e-06,0.9999971389770508,-6.575928688049316
TMM1,DF_E_2000545,Task2-team11,spoof,0.06211584061384201,0.9378840923309326,-1.5816190242767334
VCC2SF1,DF_E_2033328,-,bonafide,0.16287323832511902,0.8371267914772034,-1.1973527669906616
VCC2TF1,DF_E_2022577,HUB-N12,spoof,8.40296852402389e-05,0.9999159574508667,-4.6360859870910645
TFF1,DF_E_2033985,Task2-team28,spoof,0.02258988283574581,0.9774101376533508,-1.8536638021469116
VCC2TM2,DF_E_2020200,HUB-D05,spoof,7.675355462311018e-09,1.0,-10.023614883422852
TFF1,DF_E_2023868,Task2-team22,spoof,8.896508916222956e-06,0.9999910593032837,-6.019620895385742
LA_0040,DF_E_2020684,-,bonafide,0.9999661445617676,3.382617069291882e-05,3.933891534805298
TMF1,DF_E_2003475,Task2-team16,spoof,0.002622755477204919,0.9973772764205933,-3.1684377193450928
TEM1,DF_E_2026933,Task1-team17,spoof,0.0010080189676955342,0.9989920258522034,-3.3690102100372314
LA_0015,DF_E_2006075,-,bonafide,4.865436858381145e-05,0.9999513626098633,-5.059031963348389
LA_0001,DF_E_2011206,-,bonafide,0.9999953508377075,4.684744908445282e-06,4.817809104919434
TGM1,DF_E_2027935,Task2-team11,spoof,0.1514436900615692,0.8485563397407532,-1.1986984014511108
VCC2TM1,DF_E_2018726,SPO-N17,spoof,6.476702196778206e-07,0.9999994039535522,-6.984447956085205
TEM2,DF_E_2014709,Task1-team02,spoof,7.081432613631478e-07,0.9999992847442627,-7.148481845855713
LA_0032,DF_E_2007327,-,bonafide,0.9999984502792358,1.502001509834372e-06,5.338473320007324
LA_0045,DF_E_2011722,-,bonafide,0.9999978542327881,2.1625280623993604e-06,5.085765361785889
TGM1,DF_E_2016063,Task2-team05,spoof,7.868652573961299e-08,0.9999998807907104,-8.686251640319824
LA_0018,DF_E_2028638,A15,spoof,6.869465869385749e-05,0.9999313354492188,-5.029874324798584
LA_0028,DF_E_2016082,A11,spoof,0.0001470390852773562,0.9998528957366943,-4.262552738189697
LA_0024,DF_E_2006837,-,bonafide,0.9999998807907104,6.962894616435733e-08,6.535859107971191
